position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year,place_gid,statefp,lat,lon
de,"Austin, Texas",Westwood,78,224,4.7,2,5.4,,Rice,Parker Hanusa,2013,6703,48,-97.8636740377721,30.2248257181788
db,"Mesquite, Texas",Mesquite,65,172,4.5,3,5.5,,Rice,Anthony Canady,2013,6406,48,-96.6168393204363,32.7388143891673
de,"Bartlett, Illinois",Bartlett,78,245,,2,5.3,,Central Michigan,Chris Kantzavelos,2013,11326,17,-88.2285608137146,41.9687893991133
ol,"Crowley, Texas",Crowley,78,328,,2,5.2,,Florida International,Tim Thomas,2013,6605,48,-97.3684679682234,32.583798960856
qb,"Massillon, Ohio",Washington,78,200,,3,5.5,,Oregon State,Kyle Kempt,2013,25551,39,-81.50080735486,40.8165389660328
lb,"Thatcher, Arizona","",78,245,4.7,3,5.5,,New Mexico State,Larry Butler,2013,3637,04,-109.736099216181,32.8412112702291
wr,"Merced, California",Merced C.C.,78,185,,3,5.5,,South Alabama,Tyrell Vinson,2013,177,06,-120.502663677563,37.2988062330549
ol,"Houston, Texas",Bellaire,78,275,5.2,3,5.5,,Nebraska,Dwayne Johnson,2013,6453,48,-95.1769544362809,30.0937289639139
lb,"Williamstown, New Jersey",Williamstown,78,205,,3,5.6,,Temple,Buddy Brown,2013,23221,34,-74.9663599259865,39.7013045352143
wr,"La Puente, California",Bishop Amat,65,175,,3,5.6,,UCLA,Darren Andrews,2013,541,06,-117.947594997246,34.0401011079744
lb,"Louisville, Kentucky",St. Xavier,78,217,,2,5.3,,Colorado State,Deonte Clyburn,2013,14486,21,-85.6741983576353,38.2757776365209
rb,"Lake Arrowhead, California",Rim Of The World,65,173,,2,5.4,,Army,Jacob Taylor,2013,1658,06,-117.150739864126,34.2562301233767
rb,"New Boston, Texas",New Boston,65,213,4.4,3,5.6,,Oregon State,Damien Haskins,2013,6030,48,-94.4123578624088,33.450551631674
ol,"Aurora, Colorado",Gateway,78,260,,2,5.3,,Colorado State,Zack Golditch,2013,10176,08,-104.774232668396,39.7089095200289
de,"Charlotte, North Carolina",Charlotte Christian,78,240,4.8,2,5.2,,Colorado State,Adrian Robinson,2013,24717,37,-80.965276078749,35.3377472367168
db,"Richmond, Texas",George Ranch High School,78,183,,2,5.3,,Wake Forest,Joshua Okonye,2013,6863,48,-95.7467453909491,29.5870507281508
db,"Charlotte, North Carolina",Vance,65,185,4.5,2,5.2,,Wake Forest,Jalen Latter,2013,24717,37,-80.7020701493922,35.2595600324597
k,"Miami, Florida",Miami Central,65,180,,2,5.4,,South Florida,Emilio Nadelman,2013,7974,12,-80.2538119267133,25.7582665194417
rb,"Durham, North Carolina",Hillside,65,181,4.5,3,5.5,,North Carolina,Khris Francis,2013,24659,37,-78.9513226651315,35.9028824772458
lb,"Lynden, Washington",Lynden,78,220,,2,5.3,,Army,Caleb Newman,2013,29297,53,-122.467017040234,48.9432578599763
db,"Wilmington, Delaware",Charter School of Wilmington,65,190,4.4,3,5.6,,Maryland,Jarrett Ross,2013,21538,10,-75.5030881812101,39.7424936581889
lb,"Pflugerville, Texas",John B Connally,78,220,,2,5.4,,Oregon State,Darrell Songy,2013,6706,48,-97.6244475037162,30.4697316190682
db,"Murrieta, California",Murrieta Valley,78,185,,3,5.5,,Oregon State,Terin Solomon,2013,486,06,-117.176709531333,33.5327437211856
lb,"Palm Springs, California",Palm Springs,78,193,,3,5.5,,Oregon State,Michael Greer,2013,489,06,-116.530680107655,33.8934051690139
dt,"Perkinston, Mississippi",Gulf Coast C.C.,78,315,,3,5.7,,Georgia,Chris Mayes,2013,4937,28,-89.1633272049665,30.8703646423114
dt,"Chatham, Virginia",Hargrave Military Academy,78,310,5.2,4,5.8,,Georgia,John Atkins,2013,28080,51,-79.3970354525661,36.811943133017
lb,"Dothan, Alabama",Dothan,78,210,,2,5.4,,Wake Forest,Julian Thomas-Jackson,2013,3116,01,-85.4374775592402,31.2366148249925
lb,"Mebane, North Carolina",Eastern Alamance,78,200,,3,5.5,,Wake Forest,Ali Lamot,2013,24866,37,-79.3074457927489,36.064653134709
lb,"Beaverton, Oregon",Beaverton,78,218,4.7,2,5.3,,Colorado State,Evan Colorito,2013,2238,41,-122.836840148366,45.4477047624518
ol,"Houston, Texas",Stratford,78,270,,3,5.5,,Oklahoma,Christian Daimler,2013,6453,48,-95.3299540776757,29.6918126664572
ol,"Mobile, Alabama",McGill Toolen,78,265,,2,5.4,,Navy,Harrison Louden,2013,3074,01,-88.1955747775103,30.6193773267184
lb,"Memphis, Tennessee",Memphis University School,78,226,4.7,3,5.5,,Wake Forest,Ford Howell,2013,5981,47,-89.7577049578754,35.2017153064525
ol,"Fork Union, Virginia",Fork Union Military Academy,78,305,,2,5.3,,Syracuse,Jonathan Burton,2013,28047,51,-82.5525458336303,36.629623239142
de,"Lake Worth, Florida",Lake Worth,78,260,4.9,3,5.6,,Wake Forest,James Looney,2013,7839,12,-80.0594256985357,26.6296622679853
rb,"Gibsonton, Florida",East Bay,78,198,,2,5.2,,Marshall,Brandon Byrd,2013,8382,12,-82.3839087265008,27.8226775041334
ol,"Houston, Texas",Cypress Ridge,78,285,,2,5.3,,Louisiana Tech,Chris Aye,2013,6453,48,-95.4161768869399,29.9912877885345
db,"Ellenwood, Georgia",Cedar Grove,78,180,4.5,2,5.3,,Minnesota,Daletavius McGhee,2013,8995,13,-84.3397308065355,33.5944726357839
k,"Nashville, Tennessee",Hillsboro,78,190,,2,5.2,,Western Kentucky,Joe Occhipinti,2013,19900,47,-86.7547986977653,36.0464570498556
ath,"Redlands, California",Redlands,78,173,,3,5.5,,Oregon State,Walter Jones,2013,608,06,-117.210763378972,34.0912177631812
wr,"Rancho Cucamonga, California",Los Osos,65,165,,3,5.5,,Oregon State,Victor Bolden,2013,607,06,-117.494108579937,34.1421175533919
rb,"Kissimmee, Florida",Osceola,65,196,4.7,3,5.5,,South Florida,Stafon McCray,2013,7813,12,-81.4708760730856,28.2805951815289
rb,"Miami, Florida",Northwestern,65,200,,2,5.4,,South Florida,Darius Tice,2013,7974,12,-80.2030318023829,25.7956859351905
wr,"Lakewood, Washington",Lakes,78,197,4.5,2,5.2,,Colorado State,Sammie Long,2013,2584,53,-122.483480429059,47.1763348213527
dt,"San Francisco, California",City College of San Francisco,78,290,,3,5.5,,Colorado State,LaRyan King,2013,248,06,-122.414227647049,37.7347574790474
rb,"Ephraim, Utah",Snow College,65,198,4.4,3,5.5,,Colorado State,Kapri Bibbs,2013,20183,49,-111.578328964563,39.3616181443916
te,"Brooklyn, New York",Poly Prep,78,220,,3,5.5,,Connecticut,Cameron Stapleton,2013,23635,36,-73.772790521056,40.7198145565566
wr,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,160,4.6,3,5.5,,Cincinnati,Mark Barr,2013,7864,12,-80.1099979005001,26.1157197908129
ath,"Laguna Beach, California",Laguna Beach,78,200,4.3,3,5.5,,Nebraska,Drake Martinez,2013,622,06,-117.761884900482,33.5819848237078
ol,"Brooklyn, New York",ASA College,78,300,,3,5.6,,Alabama,Leon Brown,2013,23635,36,-73.9486280918793,40.7847733126926
wr,"Lufkin, Texas",Lufkin,78,185,,3,5.6,,Southern Methodist,JaBryce Taylor,2013,6085,48,-94.7533810842164,31.3624837235205
wr,"Atlanta, Georgia",Atlanta Sports Academy,65,170,,2,5.4,,Southern Methodist,Deion Sanders Jr.,2013,8767,13,-84.3715534321517,33.8354117621841
rb,"Corsicana, Texas",Navarro J.C.,78,225,,3,5.7,,Southern Methodist,Traylon Shead,2013,6506,48,-96.4470438827196,32.0377098028332
wr,"Orange, Texas",West Orange-Stark,78,187,4.5,2,5.4,,Southern Methodist,J'Marcus Rhodes,2013,6055,48,-93.801671266127,30.0644330729968
ol,"San Antonio, Texas",Alamo Heights,78,280,5.0,2,5.4,,Southern Methodist,Daniel McCarty,2013,6187,48,-98.5765671474545,29.3293697843709
ol,"Tucson, Arizona",Salpointe,78,270,5.1,2,5.4,,Southern Methodist,Travis Fister,2013,3663,04,-110.78570035901,32.1641533613794
qb,"Yakima, Washington",Eisenhower,78,205,,3,5.6,,Southern Methodist,Kolney Cassel,2013,2707,53,-120.516636422888,46.6144666839315
qb,"Charlotte, North Carolina",Country Day,78,190,4.7,2,5.4,,Wake Forest,Michael Radford,2013,24717,37,-80.7188711046396,35.1666730431909
rb,"Orlando, Florida",Olympia,65,165,4.5,3,5.5,,Wake Forest,John Armstrong,2013,7774,12,-81.2749058450257,28.3574735642066
de,"Renton, Washington",Hazen,78,260,4.9,2,5.3,,Air Force,Cody Moorhead,2013,2636,53,-122.219619487862,47.4829568116916
ol,"Richmond, Virginia",Mills E Godwin,78,300,5.2,3,5.5,,Virginia,Eric Tetlow,2013,27944,51,-77.4240289013397,37.46018974819
wr,"Stephenville, Texas",Stephenville,78,185,,3,5.5,,Texas State,Brice Gunter,2013,6611,48,-98.2151160193085,32.211490429076
db,"DeSoto, Texas",DeSoto,65,170,,2,5.3,,Texas State,Brandon McDowell,2013,6399,48,-96.8871866044644,32.6123683052592
ol,"Dripping Springs, Texas",Dripping Springs,78,290,,2,5.3,,Texas State,Jackson Hoskins,2013,7110,48,-98.087345221917,30.1894027510211
db,"Woodland Hills, California",Pierce C.C.,65,195,4.4,2,5.3,,Texas State,Donta Clanton,2013,546,06,-118.334044631212,34.2616375613359
db,"Huntington Beach, California",Golden West C.C.,78,200,4.5,3,5.5,,Texas State,Trey Garrett,2013,620,06,-117.992722158833,33.677647306689
wr,"Chicago, Illinois",Hales Franciscan,78,190,4.5,2,5.3,,San Diego State,Joe Morrow,2013,11336,17,-87.5336988000165,41.7353174517525
de,"Corsicana, Texas",Navarro J.C.,78,235,,2,5.2,,Marshall,Arnold Blackmon,2013,6506,48,-96.4406545653219,32.076965454009
ath,"Woodbury, New Jersey",Woodbury,78,170,4.4,3,5.5,,Alabama,Anthony Averett,2013,22978,34,-75.1474593217646,39.8513296356608
de,"Grand Junction, Colorado",Grand Junction,78,230,4.8,3,5.5,,Colorado State,Austin Berk,2013,10077,08,-108.545069098018,39.1430331692324
de,"Scooba, Mississippi",East Mississippi C.C.,78,260,4.8,2,5.4,,Colorado State,Martavius Foster,2013,4959,28,-88.4679973472692,32.8254013469891
dt,"Coffeyville, Kansas",Coffeyville C.C.,78,260,,3,5.5,,Colorado State,Terry Jackson,2013,13877,20,-95.6533477686478,37.0543063421866
db,"Visalia, California",College of the Sequoias,78,185,4.4,3,5.7,,Oregon State,Steven Nelson,2013,170,06,-119.261685425403,36.3197076156308
ol,"Bailey, North Carolina",Southern Nash,78,270,,3,5.5,,Wake Forest,Cameron Gardner,2013,24679,37,-78.1157972195019,35.7785179089782
ol,"Irmo, South Carolina",Irmo,78,285,5.3,3,5.5,,Wake Forest,Taylor Chambers,2013,9374,45,-81.1900205304088,34.1099282578164
ol,"Alpharetta, Georgia",Alpharetta,78,295,,2,5.4,,Virginia,George Adeosun,2013,8656,13,-84.3229158964762,34.0910372991506
qb,"Atlanta, Georgia",Grady,78,202,,2,5.2,,Connecticut,Kivon Taylor,2013,8767,13,-84.4133100442387,33.8474654310474
te,"Lake Mary, Florida",Lake Mary,78,227,4.8,3,5.5,,Rutgers,Taylor Marini,2013,8003,12,-81.3148186880334,28.7408483881575
de,"San Francisco, California",City College of San Francisco,78,260,4.7,4,5.8,,Kansas,Chris Martin,2013,248,06,-122.368474339864,37.7401106966923
de,"Fresno, California",San Joaquin Memorial,78,260,,2,5.4,,Fresno State,Jaylen Ruiz,2013,420,06,-119.741081274446,36.7863258690446
te,"Uniontown, Ohio",Green,78,240,,3,5.5,,Illinois,Christian DiLauro,2013,25870,39,-81.3927423331547,40.9743876950229
ol,"Chatham, Virginia",Hargrave Military Academy,78,390,,3,5.7,,Alabama,Brandon Hill,2013,28080,51,-79.394912405852,36.8351066795061
db,"Wagoner, Oklahoma",Wagoner,65,160,4.4,2,5.4,,Tulsa,Kerwin Thomas,2013,19208,40,-95.4078650261206,35.91596914381
rb,"Edmond, Oklahoma",Santa Fe,65,180,,2,5.3,,Memphis,Phillip Sumpter,2013,5519,40,-97.3309827054945,35.7045522635488
wr,"Tulsa, Oklahoma",Union,65,170,4.5,2,5.2,,Air Force,Hunter Atyia,2013,19211,40,-95.9786749652764,36.0358427104419
wr,"Honolulu, Hawaii",St. Louis,65,178,4.3,3,5.6,,Texas A&M,Jeremy Tabuyo,2013,1781,15,-157.9012425721,21.3362534842584
wr,"Fork Union, Virginia",Fork Union Military Academy,78,205,4.5,4,5.9,,Texas A&M,JaQuay Williams,2013,28047,51,-82.5668941781624,36.6107815062526
te,"Stockton, California",San Joaquin Delta C.C.,78,230,,2,5.4,,Arizona State,De'Marieya Nelson,2013,461,06,-121.267244827554,37.8958213363472
wr,"Raleigh, North Carolina",Wakefield,78,200,,3,5.5,,North Carolina,Jordan Fieulleteau,2013,24661,37,-78.6450469617291,35.7426214246371
te,"Columbus, Ohio",Eastmoor,78,240,,2,5.4,,Pittsburgh,Devon Edwards,2013,25201,39,-82.887385484302,39.9238319262616
wr,"Madison, Wisconsin",Madison Memorial,78,197,,3,5.5,,Pittsburgh,Jester Weah,2013,20720,55,-89.3662306712734,43.0360103380706
dt,"Chelsea, Michigan",Chelsea,78,260,,2,5.3,,Central Michigan,Michael Steinhauer,2013,14963,26,-84.0282401739005,42.3265173087609
dt,"Olivet, Michigan",Olivet,78,242,4.9,2,5.4,,Central Michigan,Don Kyre,2013,15112,26,-84.9300721286832,42.4371215097734
db,"Palm Desert, California",College of the Desert,78,180,4.4,2,5.3,,Texas-San Antonio,Andre Brown,2013,488,06,-116.397877695513,33.7043412297415
ol,"Naperville, Illinois",Neuqua Valley,78,270,,2,5.4,,Central Michigan,JP Quinn,2013,11332,17,-88.1142862309995,41.7283176464209
ol,"Cadillac, Michigan",Cadillac,78,273,5.4,3,5.5,,Central Michigan,Jack Ford,2013,14848,26,-85.3934531221358,44.2504455443133
ol,"Novi, Michigan",Detroit Catholic Central,78,270,,3,5.6,,Central Michigan,Derek Edwards,2013,14906,26,-83.4905335687405,42.5242866884489
ol,"Romeo, Michigan",Romeo,78,270,5.1,2,5.3,,Central Michigan,Austin Doan,2013,22653,26,-83.0102748889679,42.7944706171472
de,"South Bend, Indiana",South Bend Clay,78,280,,2,5.4,,Central Michigan,Alex Coty,2013,12244,18,-86.3226994568366,41.7160549532509
te,"Katy, Texas",James E. Taylor,78,223,4.8,2,5.4,,Rice,Robby Wells,2013,6587,48,-95.8221256875464,29.8281238546006
ol,"Houston, Texas",Langham Creek,78,283,5.1,3,5.5,,Rice,Kenneth Thompson,2013,6453,48,-95.357033645636,29.6903576035694
wr,"Richmond, Texas",Travis,78,194,4.5,2,5.4,,Rice,Parker Smith,2013,6863,48,-95.7721306402353,29.6016139637503
ol,"Hot Springs, Arkansas",Lake Hamilton,78,285,5.3,2,5.3,,Louisiana-Monroe,Trey Martin,2013,3936,05,-93.0578482554343,34.4965338917459
qb,"Cypress, Texas",Cypress Woods,78,215,4.5,2,5.4,,Rice,Nate German,2013,6453,48,-95.4052227642583,29.6185075605167
rb,"Sealy, Texas",Sealy,65,205,4.5,2,5.4,,Rice,Jowan Davis,2013,6991,48,-96.1888924824433,29.7609269832847
ol,"Houston, Texas",Mayde Creek,78,260,5.0,2,5.3,,Rice,Ty Carter,2013,6453,48,-95.164877805525,30.0663265675637
wr,"Houston, Texas",Cypress Falls,78,191,4.5,2,5.4,,Rice,Temi Alaka,2013,6453,48,-95.5343094710332,29.7244588007571
db,"Hooker, Oklahoma",Hooker,78,195,4.5,2,5.4,,Tulsa,Joe Bean,2013,19299,40,-101.216302855487,36.8598451701058
wr,"Jersey City, New Jersey",St. Peter's Prep,78,200,4.6,3,5.5,,Boston College,Charles Callinan,2013,22832,34,-74.0824958457804,40.7384141239439
rb,"Newark, New Jersey",Weequahic,65,180,4.4,2,5.2,,Iowa,Akrum Wadley,2013,22984,34,-74.1838033495052,40.6919437973262
db,"Sicklerville, New Jersey",Timber Creek,65,172,,2,5.4,,Kent State,Eric Church,2013,23221,34,-74.9578070792886,39.6913594236016
qb,"Yuma, Arizona",Arizona Western C.C.,78,215,,3,5.5,,Wisconsin,Tanner McEvoy,2013,11,04,-114.48318693548,32.6280137075168
lb,"Wayne, New Jersey",De Paul Catholic,78,260,,2,5.2,,Buffalo,Greg Lis,2013,22998,34,-74.1688151016478,40.9052152050454
qb,"Elizabeth, New Jersey",Elizabeth,78,195,,2,5.4,,Temple,PJ Walker,2013,22928,34,-74.1640492765131,40.6718515215219
qb,"Marietta, Georgia",Walton,78,190,,3,5.6,,Alabama,Parker McLeod,2013,29419,13,-84.5526219230977,33.9523297426653
dt,"Ft. Lauderdale, Florida",Dillard,78,275,4.9,3,5.5,,Michigan State,Noah Jones,2013,7864,12,-80.1251854045226,26.1483280486852
dt,"Plant City, Florida",Plant City,78,285,,3,5.6,,Michigan State,Devyn Salmon,2013,8008,12,-82.0848842670098,27.9961575631117
lb,"Richmond, Virginia",Monacan,78,220,4.8,2,5.4,,Virginia,Connor Wingo-Reeves,2013,27944,51,-77.4626243043543,37.4963137277089
dt,"Dumfries, Virginia",Potomac Senior,78,305,4.9,3,5.6,,Virginia,Donta Wilkins,2013,28105,51,-77.3065706934842,38.561234689782
ol,"Decatur, Georgia",Columbia,78,280,,2,5.4,,Virginia,Eric Smith,2013,8771,13,-84.300349394776,33.7837652240119
de,"Richmond, Virginia",St. Christopher's,78,260,,3,5.5,,Virginia,Jack English,2013,27944,51,-77.4190598637369,37.5220002518277
rb,"Oklahoma City, Oklahoma",Douglass,65,185,,2,5.3,,Navy,Chris High,2013,5591,40,-97.4124620734383,35.5672305064387
rb,"Durant, Oklahoma",Durant,65,180,4.5,2,5.2,,Air Force,Dakota Diessner,2013,5788,40,-96.4212176633793,33.9939731648553
ol,"Powder Springs, Georgia",McEachern,78,275,,3,5.5,,Maryland,Jajuan Dulaney,2013,4356,13,-84.6737308052993,33.8790466633609
wr,"Milledgeville, Georgia",Georgia Military College,65,175,,3,5.6,,West Virginia,Mario Alford,2013,8634,13,-83.2217156685326,33.0842684469075
rb,"Hampton, Virginia",Phoebus,65,200,,2,5.4,,Marshall,Tony Pittman,2013,28076,51,-76.3093502584083,37.0572383794813
db,"Fontana, California",Summit,78,180,4.5,3,5.6,,Oregon State,Charles Okonkwo,2013,599,06,-117.437235137191,34.0597038682036
ath,"Del City, Oklahoma",Del City,78,175,,3,5.6,,Oregon State,Corey Lawrence,2013,5518,40,-97.4467287092996,35.4697076034439
ath,"Tylertown, Mississippi",Tylertown,65,165,,2,5.4,,Southern Miss,Tyre'oune Holmes,2013,4991,28,-90.1581712839707,31.1085728200678
de,"Laurel, Mississippi",West Jones,78,215,,2,5.2,,Southern Miss,Xavier Thigpen,2013,5005,28,-89.152694917934,31.6665338869937
de,"Brookhaven, Mississippi",Brookhaven,78,230,,2,5.3,,Southern Miss,Ja'Boree Poole,2013,4972,28,-90.4372092332854,31.6219512733972
ath,"Bassfield, Mississippi",Bassfield,78,175,4.5,2,5.4,,Southern Miss,Jomez Applewhite,2013,4980,28,-89.7426625224249,31.4933141954934
db,"Columbus, Mississippi",New Hope,65,181,4.4,2,5.4,,Southern Miss,Trae Collins,2013,4859,28,-88.4152001886712,33.4986971288809
ath,"Pearl, Mississippi",Pearl,78,198,,2,5.3,,Southern Miss,Evan Osborne,2013,4915,28,-90.1553372290876,32.2642176503191
ol,"Jackson, Mississippi",Murrah,78,275,,2,5.3,,Southern Miss,James Davis,2013,4885,28,-90.1681930803538,32.2911980428978
ol,"Waynesboro, Mississippi",Wayne County,78,285,,2,5.3,,Southern Miss,Devin Farrior,2013,5051,28,-88.6266608888446,31.6737798737114
ol,"Ellisville, Mississippi",Jones County J.C.,78,325,,3,5.5,,Southern Miss,Fredrick Moore,2013,5004,28,-89.2154644347424,31.6074200839568
wr,"Petal, Mississippi",Petal,65,175,,2,5.4,,Southern Miss,Jamarcus Revies,2013,5090,28,-89.1977803307719,31.3412062561585
qb,"Hoover, Alabama",Spain Park,78,185,,2,5.3,,Southern Miss,Nick Mullens,2013,3485,01,-86.8026005656648,33.3590692652257
qb,"Oxford, Mississippi",Oxford,78,200,,2,5.4,,Southern Miss,Parker Adamson,2013,5069,28,-89.5133801680179,34.3269198105197
lb,"Wilmington, California",Los Angeles Harbor C.C.,78,230,4.5,2,5.4,,Oregon,Joe Walker,2013,546,06,-118.491523241191,34.2678324658318
de,"North Las Vegas, Nevada",Legacy,78,215,4.6,2,5.4,,San Diego State,Randy Ricks,2013,1996,32,-115.116113588551,36.2054563730922
te,"Santa Monica, California",Santa Monica Catholic,78,215,,2,5.3,,San Diego State,Dominique Bierria,2013,572,06,-118.478906421532,34.0159761677115
lb,"Los Angeles, California",Jefferson,78,195,,3,5.5,,San Diego State,Marcus Stamps,2013,546,06,-118.403606718804,34.1811316531898
te,"Bakersfield, California",Bakersfield C.C.,78,240,4.6,2,5.2,,Fresno State,Mike Dunn,2013,373,06,-118.854911784292,35.4206629155192
wr,"Hyrum, Utah",Mountain Crest,78,190,,2,5.4,,Brigham Young,Moroni Laulu-Pututau,2013,20230,49,-111.84776476488,41.6367472183168
db,"Chatham, Virginia",Hargrave Military Academy,78,195,,3,5.6,,Mississippi State,Kivon Coman,2013,28080,51,-79.3990720293121,36.8291389443421
ath,"Starkville, Mississippi",Starkville,78,182,,3,5.6,,Mississippi State,Gabe Myles,2013,5132,28,-88.8133059030298,33.5019374537406
ol,"Phenix City, Alabama",Central,78,290,5.6,3,5.6,,Louisville,Cameron Fraser,2013,3064,01,-85.0471289098957,32.388484810682
ol,"Hollandale, Mississippi",Simmons School,78,300,,3,5.5,,Mississippi State,Kent Flowers,2013,5118,28,-90.8531634078848,33.1851080361156
te,"Chatham, Virginia",Hargrave Military Academy,78,227,,3,5.5,,Mississippi State,Artimas Samuel,2013,28080,51,-79.401228221957,36.8160686696427
wr,"Biloxi, Mississippi",Biloxi,78,180,,3,5.5,,Louisiana-Lafayette,Scott Austin,2013,5111,28,-88.9491623371738,30.4935284317327
wr,"Birmingham, Alabama",Wenonah,78,220,,3,5.5,,Mississippi State,De'Runnya Wilson,2013,3483,01,-86.6639289613556,33.609102240687
qb,"Stockton, California",Lincoln,78,185,4.9,3,5.6,,Fresno State,Zack Greenlee,2013,461,06,-121.360267831853,38.0254944733241
db,"Jonesboro, Georgia",Jonesboro,65,170,4.5,3,5.6,,Vanderbilt,Taurean Ferguson,2013,8992,13,-84.3580492842044,33.5325212103306
db,"Mesa, Arizona",Mesa C.C.,78,185,,3,5.5,,Arizona State,Damarious Randall,2013,3680,04,-111.636002601527,33.4527487885026
de,"Dodge City, Kansas",Dodge City C.C.,78,290,4.7,4,5.8,,Arizona State,Marcus Hardison,2013,14117,20,-100.037286282702,37.7746838887526
db,"Hyattsville, Maryland",Northwestern Senior,78,180,,2,5.4,,Boston College,John Johnson,2013,21856,24,-76.9650200679104,38.9640620365948
lb,"Lilburn, Georgia",Parkview,78,220,4.7,2,5.4,,Air Force,Kyle Williams,2013,8684,13,-84.1525670919201,33.8930358982267
wr,"La Marque, Texas",La Marque,78,185,4.6,3,5.5,,Texas State,Demun Mercer,2013,6281,48,-94.9756293179433,29.3671042247212
lb,"Suwanee, Georgia",North Gwinnett,78,215,,3,5.5,,Maryland,Jalen Brooks,2013,8688,13,-84.0651769821285,34.0388304499583
ol,"Decatur, Mississippi",East Central C.C.,78,270,,2,5.3,,Louisiana-Lafayette,Johnny Kight,2013,5040,28,-89.1254106812258,32.4543439444993
db,"Goodman, Mississippi",Holmes C.C.,65,185,4.5,2,5.4,,Louisiana-Lafayette,Cedrick Tillman,2013,5026,28,-89.9199603880962,32.9721712207622
